wse0,a,b,a50,w50,q50,w_low,w_high,h_low,h_high,slp,stationid,COMID,R,GAP,W
104.67828627482892,0.3854376953388279,0.5100267736799053,114.81968276145942,89.41771327747223,55.70557717715992,30.0,164.1885089462784,106.85891542738041,110.01255092437616,0.000206590517,heishiguan,43027816,0.5,0.1,0.3
106.01542260377124,0.03584354432020774,0.9317572448370877,114.81968276145942,89.41771327747223,55.70557717715992,30.0,164.1885089462784,106.85891542738041,110.36508403844418,0.000206590517,heishiguan,43027816,0.5,0.3,0.3
105.3902189468761,0.15437673339587774,0.6648218954317875,114.81968276145942,89.41771327747223,55.70557717715992,30.0,164.1885089462784,106.85891542738041,110.36508403844418,0.000206590517,heishiguan,43027816,0.5,0.3,0.5
101.77446426554351,2.092384022517149,0.2615884943235236,114.81968276145942,89.41771327747223,55.70557717715992,30.0,164.1885089462784,106.85891542738041,110.36508403844418,0.000206590517,heishiguan,43027816,0.5,0.3,0.7
105.76890574843895,0.053632333446243956,0.8639831706401316,114.81968276145942,89.41771327747223,55.70557717715992,30.0,164.1885089462784,106.77330155301033,110.36508403844418,0.000206590517,heishiguan,43027816,1.0,0.3,0.3
104.98556436147484,0.23407794629725706,0.5996938079326035,114.81968276145942,89.41771327747223,55.70557717715992,30.0,164.1885089462784,106.77330155301033,110.36508403844418,0.000206590517,heishiguan,43027816,1.0,0.3,0.5
105.76050917617505,0.05432149863240991,0.86185166094683,114.81968276145942,89.41771327747223,55.70557717715992,30.0,164.1885089462784,106.77052332113203,110.36508403844418,0.000206590517,heishiguan,43027816,2.0,0.3,0.3
104.97137173070752,0.23720990977909476,0.5976419886686152,114.81968276145942,89.41771327747223,55.70557717715992,30.0,164.1885089462784,106.77052332113203,110.36508403844418,0.000206590517,heishiguan,43027816,2.0,0.3,0.5
103.25680989664289,1.1447967084871244,0.3403640685441347,114.81968276145942,89.41771327747223,55.70557717715992,30.0,164.1885089462784,106.89507109115509,110.01255092437616,0.000206590517,heishiguan,43027816,4.0,0.1,0.5
106.11283844801657,0.03006113755833085,0.9616296040063917,114.81968276145942,89.41771327747223,55.70557717715992,30.0,164.1885089462784,106.89507109115509,110.36508403844418,0.000206590517,heishiguan,43027816,4.0,0.3,0.3
105.54400267664909,0.1289465833225535,0.6934723299395816,114.81968276145942,89.41771327747223,55.70557717715992,30.0,164.1885089462784,106.89507109115509,110.36508403844418,0.000206590517,heishiguan,43027816,4.0,0.3,0.5
104.64602581538828,0.5253575169486554,0.44601341222042035,114.81968276145942,89.41771327747223,55.70557717715992,30.0,164.1885089462784,107.03547595115307,110.01255092437616,0.000206590517,heishiguan,43027816,8.0,0.1,0.5
106.45847947775741,0.01463138562861787,1.0854928219922566,114.81968276145942,89.41771327747223,55.70557717715992,30.0,164.1885089462784,107.03547595115307,110.36508403844418,0.000206590517,heishiguan,43027816,8.0,0.3,0.3
106.06415973042901,0.06223173974049758,0.8120632322394744,114.81968276145942,89.41771327747223,55.70557717715992,30.0,164.1885089462784,107.03547595115307,110.36508403844418,0.000206590517,heishiguan,43027816,8.0,0.3,0.5
97.58559268764552,1.7494072371720442e-05,1.7421728633389562,2083.427063547283,1007.9019069193745,1453.3225504557292,650.146806256625,1354.478296807783,98.9948853103226,102.49219516538626,0.000226372394555,tonghe,42045560,1.0,-0.3,0.5
97.39725867788002,3.5520152570123555e-08,2.635564621606502,2083.427063547283,1007.9019069193745,1453.3225504557292,650.146806256625,1354.478296807783,98.32579477213353,103.74261971706214,0.000226372394555,tonghe,42045560,4.0,-0.1,0.3
97.40509519465067,2.8163119919369558e-08,2.668413069363675,2083.427063547283,1007.9019069193745,1453.3225504557292,650.146806256625,1354.478296807783,98.32579477213353,103.74261971706214,0.000226372394555,tonghe,42045560,4.0,-0.1,0.5
97.41920358596556,1.6918743689124064e-08,2.7406553837431598,2083.427063547283,1007.9019069193745,1453.3225504557292,650.146806256625,1354.478296807783,98.32579477213353,103.74261971706214,0.000226372394555,tonghe,42045560,4.0,-0.1,0.7
97.7184714684328,2.8587673950898647e-10,3.3112432673553998,2083.427063547283,1007.9019069193745,1453.3225504557292,650.146806256625,1354.478296807783,98.32579477213353,104.36783199290008,0.000226372394555,tonghe,42045560,4.0,0.0,0.5
97.70559199927904,2.1844263703587256e-10,3.3502044447403314,2083.427063547283,1007.9019069193745,1453.3225504557292,650.146806256625,1354.478296807783,98.32579477213353,104.36783199290008,0.000226372394555,tonghe,42045560,4.0,0.0,0.7
97.14429728795473,9.57724454395262e-08,2.5034160973341737,2083.427063547283,1007.9019069193745,1453.3225504557292,650.146806256625,1354.478296807783,98.2065403081114,103.74261971706214,0.000226372394555,tonghe,42045560,8.0,-0.1,0.3
97.15684911386222,7.536902827872718e-08,2.5371821062899254,2083.427063547283,1007.9019069193745,1453.3225504557292,650.146806256625,1354.478296807783,98.2065403081114,103.74261971706214,0.000226372394555,tonghe,42045560,8.0,-0.1,0.5
97.18086358963355,4.4532509177915536e-08,2.6114648569333005,2083.427063547283,1007.9019069193745,1453.3225504557292,650.146806256625,1354.478296807783,98.2065403081114,103.74261971706214,0.000226372394555,tonghe,42045560,8.0,-0.1,0.7
110.2278409311225,-44.39444431054801,-1.0787626393872942,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.09562796793546,110.06539079308615,0.000434467297,lianhua,42045708,0.5,-0.3,0.3
110.36280512352877,-21.7621454410036,-0.8361896053974853,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.09562796793546,110.06539079308615,0.000434467297,lianhua,42045708,0.5,-0.3,0.5
110.66517368134323,-10.788155990179822,-0.5675078214052239,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.09562796793546,110.06539079308615,0.000434467297,lianhua,42045708,0.5,-0.3,0.7
108.63497497397026,0.04720906410881834,0.6744807778106688,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.09562796793546,110.49395677687241,0.000434467297,lianhua,42045708,0.5,-0.1,0.3
108.5599747818921,0.06994059563216805,0.6069534206740319,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.09562796793546,110.49395677687241,0.000434467297,lianhua,42045708,0.5,-0.1,0.5
108.38936974145122,0.135732693730449,0.4971175810863335,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.09562796793546,110.49395677687241,0.000434467297,lianhua,42045708,0.5,-0.1,0.7
108.97206817085159,0.0020715938221639828,1.2360030612450226,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.09562796793546,110.70823976876554,0.000434467297,lianhua,42045708,0.5,0.0,0.3
108.963613823741,0.0033173475101181604,1.1451721280946106,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.09562796793546,110.70823976876554,0.000434467297,lianhua,42045708,0.5,0.0,0.5
108.9284900684051,0.008082103312324793,0.976387621283912,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.09562796793546,110.70823976876554,0.000434467297,lianhua,42045708,0.5,0.0,0.7
109.06859359740709,0.00013766977748829964,1.7467931641214502,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.09562796793546,110.92252276065867,0.000434467297,lianhua,42045708,0.5,0.1,0.3
109.08879265464843,0.0002091348480246277,1.661318147747363,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.09562796793546,110.92252276065867,0.000434467297,lianhua,42045708,0.5,0.1,0.5
109.11320940482207,0.000510773093586311,1.4820695367432428,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.09562796793546,110.92252276065867,0.000434467297,lianhua,42045708,0.5,0.1,0.7
109.13905494950842,8.013521032039344e-07,2.727522639598416,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.09562796793546,111.35108874444492,0.000434467297,lianhua,42045708,0.5,0.3,0.3
109.20284770941815,6.466145879050495e-07,2.7548034520438875,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.09562796793546,111.35108874444492,0.000434467297,lianhua,42045708,0.5,0.3,0.5
109.33827574485287,2.405667780234227e-07,2.9114368575779475,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.09562796793546,111.35108874444492,0.000434467297,lianhua,42045708,0.5,0.3,0.7
108.5579649719451,0.05930795398403456,0.6399497894654003,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.07353765563815,110.49395677687241,0.000434467297,lianhua,42045708,1.0,-0.1,0.3
108.46602888390562,0.08948644978326412,0.5703848538909432,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.07353765563815,110.49395677687241,0.000434467297,lianhua,42045708,1.0,-0.1,0.5
108.25012114259486,0.1801059420473535,0.45712027752379375,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.07353765563815,110.49395677687241,0.000434467297,lianhua,42045708,1.0,-0.1,0.7
108.93440405507256,0.0026456021177296467,1.1948834893807627,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.07353765563815,110.70823976876554,0.000434467297,lianhua,42045708,1.0,0.0,0.3
108.9213109977239,0.0043160668592709525,1.1011091303706027,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.07353765563815,110.70823976876554,0.000434467297,lianhua,42045708,1.0,0.0,0.5
108.87332789267685,0.01090929221164247,0.9269162991341978,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.07353765563815,110.70823976876554,0.000434467297,lianhua,42045708,1.0,0.0,0.7
109.03971006839457,0.0001823051086063879,1.697857437456374,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.07353765563815,110.92252276065867,0.000434467297,lianhua,42045708,1.0,0.1,0.3
109.0575941240251,0.0002848334009747282,1.6074315019344263,59.99298588708888,102.4601710694082,25.005828398245352,30.0,227.35563641807914,109.07353765563815,110.92252276065867,0.000434467297,lianhua,42045708,1.0,0.1,0.5
