wse0,a,b,a50,w50,q50,w_low,w_high,h_low,h_high,slp,stationid,COMID,R,GAP,W
18.822283628998715,0.007757138105416112,0.9549048545393292,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.04479348805297,20.0702644820536,0.004511909220366,luanxian,43004870,0.5,-0.3,0.5
18.929373084369573,0.00023613437648260753,1.581761428234915,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.04479348805297,20.0702644820536,0.004511909220366,luanxian,43004870,0.5,-0.3,0.7
18.945709928807126,0.0009943703896459304,1.3156825662034957,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.04479348805297,20.573803039589507,0.004511909220366,luanxian,43004870,0.5,-0.1,0.3
18.969121892355368,0.00019645484245814484,1.609889447920577,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.04479348805297,20.573803039589507,0.004511909220366,luanxian,43004870,0.5,-0.1,0.5
18.960374815571274,3.464806753271562e-05,1.928883602466568,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.04479348805297,20.573803039589507,0.004511909220366,luanxian,43004870,0.5,-0.1,0.7
19.001074589030228,6.941468083498107e-05,1.795888786062715,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.04479348805297,20.825572318357462,0.004511909220366,luanxian,43004870,0.5,0.0,0.3
18.99554294361242,2.7782361761731515e-05,1.9642833268066329,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.04479348805297,20.825572318357462,0.004511909220366,luanxian,43004870,0.5,0.0,0.5
18.97842803314025,9.572106807120476e-06,2.16151109000763,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.04479348805297,20.825572318357462,0.004511909220366,luanxian,43004870,0.5,0.0,0.7
19.02350024931354,5.151740636529078e-06,2.268204847835726,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.04479348805297,21.077341597125418,0.004511909220366,luanxian,43004870,0.5,0.1,0.3
19.01505989362292,3.4332405397998945e-06,2.3435164134994704,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.04479348805297,21.077341597125418,0.004511909220366,luanxian,43004870,0.5,0.1,0.5
19.00123063581,2.061825351924554e-06,2.4385341835950274,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.04479348805297,21.077341597125418,0.004511909220366,luanxian,43004870,0.5,0.1,0.7
19.054011846036115,2.2419301536238255e-08,3.2538826320238496,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.04479348805297,21.580880154661326,0.004511909220366,luanxian,43004870,0.5,0.3,0.3
19.064107202944975,2.569083589545103e-08,3.2276848271227965,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.04479348805297,21.580880154661326,0.004511909220366,luanxian,43004870,0.5,0.3,0.5
19.07804131498267,3.217137545452415e-08,3.184784266484539,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.04479348805297,21.580880154661326,0.004511909220366,luanxian,43004870,0.5,0.3,0.7
18.838897201651385,0.00729362155127435,0.9640524501882203,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.055681188988633,20.0702644820536,0.004511909220366,luanxian,43004870,1.0,-0.3,0.5
18.941064632778435,0.00021961530840855286,1.5934271278997107,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.055681188988633,20.0702644820536,0.004511909220366,luanxian,43004870,1.0,-0.3,0.7
18.959369402461146,0.000924154283526971,1.3271833727938034,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.055681188988633,20.573803039589507,0.004511909220366,luanxian,43004870,1.0,-0.1,0.3
18.98122817871183,0.00018169748337430486,1.6224665084296532,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.055681188988633,20.573803039589507,0.004511909220366,luanxian,43004870,1.0,-0.1,0.5
18.97123901026617,3.1837161850008656e-05,1.9428309354498514,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.055681188988633,20.573803039589507,0.004511909220366,luanxian,43004870,1.0,-0.1,0.7
19.01294435368703,6.367641583613872e-05,1.8099536798286315,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.055681188988633,20.825572318357462,0.004511909220366,luanxian,43004870,1.0,0.0,0.3
19.006840457731958,2.539810417678654e-05,1.9790625020765533,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.055681188988633,20.825572318357462,0.004511909220366,luanxian,43004870,1.0,0.0,0.5
18.98900297676702,8.7115380614194e-06,2.1772232611363127,48.860634071167965,134.9137691352757,47.643805841299205,30.0,297.4386827949991,19.055681188988633,20.825572318357462,0.004511909220366,luanxian,43004870,1.0,0.0,0.7
