wse0,a,b,a50,w50,q50,w_low,w_high,h_low,h_high,slp,stationid,COMID,R,GAP,W
15.424209336409492,3.043946117318551,0.23979257638706364,424.935374058589,199.027694323758,323.7908301217215,30.0,395.059399152089,22.308127800055455,28.12529114838863,0.000258706243,Canada_10NC001,82001741,0.5,-0.1,0.5
18.40315520245254,1.1228727204605906,0.36639048210795777,424.935374058589,199.027694323758,323.7908301217215,30.0,395.059399152089,22.308127800055455,28.423803087515754,0.000258706243,Canada_10NC001,82001741,0.5,0.0,0.3
18.563153659767963,1.037030551415503,0.3774030526193951,424.935374058589,199.027694323758,323.7908301217215,30.0,395.059399152089,22.308127800055455,28.423803087515754,0.000258706243,Canada_10NC001,82001741,0.5,0.0,0.5
19.842773549841183,0.4540485010680024,0.49746035944457445,424.935374058589,199.027694323758,323.7908301217215,30.0,395.059399152089,22.308127800055455,28.722315026642878,0.000258706243,Canada_10NC001,82001741,0.5,0.1,0.3
19.88216554094244,0.4393711879144461,0.5024277461070684,424.935374058589,199.027694323758,323.7908301217215,30.0,395.059399152089,22.308127800055455,28.722315026642878,0.000258706243,Canada_10NC001,82001741,0.5,0.1,0.5
21.0470265004008,0.10614581444899383,0.7283477605346862,424.935374058589,199.027694323758,323.7908301217215,30.0,395.059399152089,22.308127800055455,29.319338904897123,0.000258706243,Canada_10NC001,82001741,0.5,0.3,0.3
21.041451840371682,0.10806403436107044,0.7252485023653926,424.935374058589,199.027694323758,323.7908301217215,30.0,395.059399152089,22.308127800055455,29.319338904897123,0.000258706243,Canada_10NC001,82001741,0.5,0.3,0.5
21.030488943351507,0.11208542614742785,0.7189117589273349,424.935374058589,199.027694323758,323.7908301217215,30.0,395.059399152089,22.308127800055455,29.319338904897123,0.000258706243,Canada_10NC001,82001741,0.5,0.3,0.7
17.333924255762575,2.034601830129564,0.27951632265089166,424.935374058589,199.027694323758,323.7908301217215,30.0,395.059399152089,22.60006677396784,28.12529114838863,0.000258706243,Canada_10NC001,82001741,1.0,-0.1,0.3
17.782887237232437,1.7398122334146393,0.2992059957299152,424.935374058589,199.027694323758,323.7908301217215,30.0,395.059399152089,22.60006677396784,28.12529114838863,0.000258706243,Canada_10NC001,82001741,1.0,-0.1,0.5
18.51645369490728,1.2893321056193257,0.338407063182882,424.935374058589,199.027694323758,323.7908301217215,30.0,395.059399152089,22.60006677396784,28.12529114838863,0.000258706243,Canada_10NC001,82001741,1.0,-0.1,0.7
19.69475446093153,0.6779164919650007,0.4277717420844485,424.935374058589,199.027694323758,323.7908301217215,30.0,395.059399152089,22.60006677396784,28.423803087515754,0.000258706243,Canada_10NC001,82001741,1.0,0.0,0.3
19.807797000516693,0.6260379398641474,0.43938714075974555,424.935374058589,199.027694323758,323.7908301217215,30.0,395.059399152089,22.60006677396784,28.423803087515754,0.000258706243,Canada_10NC001,82001741,1.0,0.0,0.5
20.018365925409643,0.5339358622863483,0.46287719279227196,424.935374058589,199.027694323758,323.7908301217215,30.0,395.059399152089,22.60006677396784,28.423803087515754,0.000258706243,Canada_10NC001,82001741,1.0,0.0,0.7
